ticket_subject,ticket_body,origin,status,priority,reporter_id,lat,lng
Obstruction on 120 Avenue in Queens (unique_key: 67083963),I am reporting a cone obstructing the street at 160-32 120 Avenue in Queens. The cone is currently blocking a portion of the roadway and may pose a hazard to drivers and pedestrians. I am concerned that it may cause an accident or disrupt traffic flow if not removed promptly. I would appreciate it if the city could send someone to investigate and remove the cone as soon as possible.,phone,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.67955847999885,-73.78362851219364
Missed Compost Collection on Wilder Avenue (unique_key: 67082511),"I am reporting a missed compost collection at my residence, located at 4096 Wilder Avenue in the Bronx. My compost was placed at the curb on the designated collection day, but it was not picked up. I am concerned that this may attract pests and create an unsanitary condition, and I would appreciate it if the collection could be completed as soon as possible. I would like to request that the compost be collected at my earliest convenience.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.89283945165011,-73.84173821389533
"Sewer Manhole Overflow at 130-11 221 Street, Queens (unique_key: 67084054)","I am reporting a sewer manhole overflow at 130-11 221 Street in Queens. The manhole cover is overflowing with sewage, causing a mess on the street and a strong odor in the area. This issue is not only unpleasant, but it also poses a health concern for nearby residents. I kindly request that someone investigate and address this issue as soon as possible to prevent further problems.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.68372918177587,-73.74540659409915
Noise Complaint: Car Alarm in Queens (unique_key: 67082595),"I am writing to report a persistent car alarm noise in my neighborhood in Queens that is causing a disturbance. The alarm has been going off intermittently for the past hour and is showing no signs of stopping. As a resident, I am concerned about the noise pollution and its impact on the quality of life in our community. I would appreciate it if someone could look into this matter and take necessary actions to resolve the issue.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7572538445227,-73.90484858404072
"Illegal Conversion of Residential Space at 244 Covert Street, Brooklyn (unique_key: 67075534)","I am writing to report a suspected illegal conversion of a residential building at 244 Covert Street in Brooklyn. The building appears to have been altered without proper permits, and I am concerned about the potential safety hazards and impact on the neighborhood. As a nearby resident, I have noticed unusual construction activity and an increase in the number of occupants, leading me to believe that the space may be being used for unauthorized purposes. I kindly request that the city investigates this matter and takes necessary actions to ensure compliance with building codes and regulations.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69132678429999,-73.90736228236288
Dirty Condition on Sidewalk at 157-05 Cross Bay Boulevard (unique_key: 67076741),"I am writing to report a dirty condition on the sidewalk in front of 157-05 Cross Bay Boulevard in Queens. The area is littered with trash, making it unpleasant and unsanitary for pedestrians. I am concerned that if this issue is not addressed, it may attract pests and create a bigger problem. I would appreciate it if the city could send someone to clean up the trash as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.66222766925266,-73.84062011757902
Excessive Helicopter Noise at 340 West 93rd Street (unique_key: 67075121),"I am writing to report a persistent and disturbing noise issue caused by helicopters flying low over my residence at 340 West 93rd Street in Manhattan. The constant whirring and hovering of these helicopters is not only disrupting my daily life but also affecting my overall well-being. I understand that helicopters are necessary for various purposes, but the frequency and proximity of these flights are excessive and unbearable. I kindly request that the relevant authorities look into this matter and take necessary steps to mitigate this noise pollution.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79362533952816,-73.97535496046923
"Chronic Illegal Dumping on Sidewalk at 1741 East 93 Street, Brooklyn (unique_key: 67075289)","I am writing to report a chronic illegal dumping issue on the sidewalk in front of 1741 East 93 Street in Brooklyn. For weeks, I have noticed that trash and debris are being consistently dumped on the sidewalk, creating an eyesore and a potential health hazard for the community. The dumping seems to be ongoing, with new trash and items being added regularly, and I am concerned that it may attract pests and rodents to the area. I kindly request that the city takes immediate action to address this issue and prevent further dumping.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.630718203541065,-73.89052448183561
Missed Compost Collection at 83-10 31st Avenue (unique_key: 67075266),"I am reporting a missed compost collection at my address, 83-10 31st Avenue in Queens. My compost was placed at the curb on the designated collection day, but it was not picked up. I am concerned that this missed collection will attract pests and create an unsanitary condition, and I would like the city to send a crew to collect the compost as soon as possible. I would appreciate it if this issue could be resolved promptly to maintain the cleanliness and quality of life in our neighborhood.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75934360407233,-73.88489857482634
Leaking Fire Hydrant on 39th Avenue in Queens (unique_key: 67076880),"I am reporting a leaking fire hydrant located at 51-01 39th Avenue in Queens. The hydrant is constantly leaking water, causing a small flood on the sidewalk and potentially wasting a significant amount of water. I am concerned about the waste of this valuable resource and the potential slip hazard it poses to pedestrians. I would appreciate it if someone could investigate and repair the hydrant as soon as possible.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.748808961343435,-73.91267073026036
"Sewer Backup at 109-66 198 Street, Queens (unique_key: 67081181)","I am writing to report a sewer backup at my residence, located at 109-66 198 Street in Queens. This morning, I woke up to find that sewage had backed up into my basement, causing damage to my property and creating an unpleasant odor. The backup appears to be coming from the sewer line, and I am concerned about the potential health risks and further damage if the issue is not addressed promptly. I would greatly appreciate it if someone could investigate and resolve this issue as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70566775953588,-73.7592305238046
"Illegal Construction at 217B 34 Street, Brooklyn (unique_key: 67081200)","I am reporting a potential building code violation at 217B 34 Street in Brooklyn, where construction is underway without a visible building permit. As a neighboring resident, I am concerned about the safety and legitimacy of the work being done. The lack of a permit suggests that the construction may not be up to code, posing a risk to the occupants and surrounding community. I request that the city investigate this matter and take necessary actions to ensure compliance with building regulations.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.654691106864014,-74.00201103348245
Exposed Electrical Wiring at 64-76 Dry Harbor Road (unique_key: 67079890),"I am writing to report a potentially hazardous electrical issue at 64-76 Dry Harbor Road in Queens. The electrical wiring at this location is exposed and appears to be defective, posing a risk to the safety of residents and passersby. I am concerned that this could lead to electrical shocks or fires if not addressed promptly. I would appreciate it if someone could investigate and take necessary actions to repair or replace the wiring as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71822790684277,-73.87255637344252
Excessive Noise from Construction Equipment at 275 Atlantic Avenue (unique_key: 67084050),I am writing to report excessive noise coming from construction equipment at 275 Atlantic Avenue in Brooklyn. The constant noise is disrupting my daily activities and I am concerned about the potential disturbance it may be causing to my neighbors. The noise has been ongoing for several hours and I kindly request that the city takes immediate action to address this issue. I would appreciate it if someone could look into this matter and take necessary steps to mitigate the noise.,web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.688896084340996,-73.98996852128509
"Illegal After Hours Construction at 64-37 217 Street, Queens (unique_key: 67078513)","I am reporting illegal after hours construction work at 64-37 217 Street in Queens. The noise from the site is excessive and disrupting the peace in the neighborhood. As a resident, I am concerned about the impact of this unauthorized work on our community and would like the Emergency Response Team to address this issue as soon as possible. I would appreciate it if someone could investigate and take necessary actions to stop the illegal work.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74597003398246,-73.75964065037675
Missed Trash Collection on East 172 Street (unique_key: 67083927),"I am reporting a missed trash collection at my address, 1723 East 172 Street in the Bronx. My trash was not picked up on the scheduled collection day and it is still sitting on the street. I am concerned that this may attract pests and create an unsanitary condition, and I would appreciate it if the city could send someone to collect the trash as soon as possible. I have made sure to follow all proper procedures for trash disposal and placement.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.83244758657458,-73.87016218284845
"Illegal Hotel Rooms in Residential Building at 1756 West 7 Street, Brooklyn (unique_key: 67079881)","I am writing to report a potential violation of zoning laws at 1756 West 7 Street in Brooklyn, where it appears that illegal hotel rooms are being operated in a residential building. As a concerned neighbor, I have noticed a high volume of short-term renters and transient activity at this location, which is disrupting the quality of life for permanent residents. I believe this activity may be in violation of city regulations and I am requesting an inspection by the Special Projects Inspection Team to investigate and take necessary action. I would appreciate it if this matter could be looked into as soon as possible to address the concerns of the community.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.60443505014284,-73.98004165194402
Dirty Condition Report on Sidewalk at 3063 Hull Avenue (unique_key: 67079592),"I am writing to report a dirty condition on the sidewalk in front of 3063 Hull Avenue in the Bronx. The area is littered with trash, creating an unsanitary and unpleasant environment for pedestrians. I am concerned that if this issue is not addressed, it may attract pests and contribute to further deterioration of the community's cleanliness. I would appreciate it if the city could send someone to clean up the trash and restore the area to a safe and clean condition.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.87177820522826,-73.87933814673347
Rodent Infestation at Merrick Boulevard Restaurant (unique_key: 67075074),"I am writing to report a concern about a restaurant located at 218-28 Merrick Boulevard in Queens. During my recent visit, I observed signs of a rodent infestation, including droppings and gnaw marks on food containers. The establishment's poor sanitation and potential pest control issues pose a significant risk to public health, and I am worried about the safety of the food being served. I kindly request that the relevant authorities inspect the premises and take necessary actions to address this issue.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.679541793224686,-73.75094959788643
Dirty Condition - Trash in Yard at 432 West 31 Street (unique_key: 67079626),"I am writing to report a dirty condition at 432 West 31 Street in Manhattan, where there is a significant amount of trash accumulated in the yard. The trash is not only an eyesore, but it also poses a health and safety risk to the community. I am concerned that if this issue is not addressed, it may attract pests and create unpleasant odors. I would appreciate it if the city could send someone to clean up the trash and restore the yard to a safe and sanitary condition.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75209184495862,-73.99914460249298
"Missed Bulky Trash Collection at 160-39 26 Avenue, Queens (unique_key: 67081029)","I am reporting a missed bulky trash collection at my address, 160-39 26 Avenue in Queens. The items were placed at the curb on the scheduled collection day, but they were not picked up. As a result, the trash is still sitting on the street, creating an eyesore and potentially attracting pests. I would appreciate it if the city could send a crew to collect the bulky trash as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.773451525997565,-73.80362494596609
Chronic Illegal Dumping on Woodbine Street Sidewalk (unique_key: 67075288),"I am reporting a persistent issue of illegal dumping on the sidewalk in front of 1877 Woodbine Street in Queens. For some time now, individuals have been consistently disposing of trash and debris on the sidewalk, creating an eyesore and a potential health hazard for the community. The constant dumping is not only unpleasant but also attracts pests and rodents, contributing to the deterioration of our neighborhood's quality of life. I kindly request that the city takes immediate action to address this issue and prevent future incidents.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70396479234436,-73.9053321991916
"Homeless Person in Need of Assistance at 1025 49th Street, Brooklyn (unique_key: 67085357)",I am concerned about a homeless individual who has been chronically present in front of the commercial store located at 1025 49th Street in Brooklyn. This person appears to be in need of assistance and has been a regular presence at this location for some time. I am worried about their well-being and would like to request that someone from the appropriate agency reach out to provide support and resources. I believe it would be beneficial for this individual to receive guidance on available services and potential housing options.,phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.638738427029665,-73.99824527030135
Illegal Dumping on Sidewalk at 169-10 Hillside Avenue (unique_key: 67085380),"I am reporting an incident of illegal dumping on the sidewalk in front of 169-10 Hillside Avenue in Queens. There is a large amount of trash and debris that has been discarded on the sidewalk, creating an eyesore and a potential health hazard for pedestrians. I kindly request that the city sends a team to remove the dumped materials as soon as possible to restore the cleanliness and safety of our neighborhood. The dumped items are currently obstructing the sidewalk and causing inconvenience to residents and passersby.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71078073687075,-73.79281169918012
Request for Lead Kit at Residential Address (unique_key: 67075338),"I am a concerned homeowner at 44 Ocean Terrace, Staten Island, and I am requesting a lead kit to test my home for potential lead hazards. As a resident of this property, I want to ensure that my living environment is safe and free from lead contamination. I would appreciate it if someone could provide me with a lead kit and guide me through the testing process. I can be reached at my address for kit delivery and any further assistance.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.60182538503188,-74.11887756628298
Illegal Construction at Occupied Multiple Dwelling in Brooklyn (unique_key: 67082515),"I am reporting unauthorized construction work being done at 529 80 Street in Brooklyn, which appears to be an occupied multiple dwelling. The work is being performed without any visible permits or inspections, and I am concerned about the safety and well-being of the residents. As a neighbor, I have noticed significant alterations to the building's structure, and I believe it is essential to investigate this matter to ensure compliance with building codes and regulations. I would appreciate it if someone could look into this matter urgently to prevent any potential hazards.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.625157649820046,-74.02310944696852
Chemical Odor Complaint in 3+ Family Apartment Building (unique_key: 67078040),"I am a concerned resident of 1417 Prospect Place in Brooklyn, and I am writing to report a strong chemical odor in my apartment building. The smell is persistent and seems to be coming from an unknown source, causing discomfort and health concerns for me and my neighbors. I am worried that the odor may be a sign of a larger issue, such as a gas leak or hazardous materials, and I would like the city to investigate and take necessary actions to ensure our safety. I would appreciate it if someone could look into this matter as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.6732161711646,-73.92979254543171
Dirty Condition on Sidewalk at 377 Seneca Avenue (unique_key: 67078220),"I am writing to report a dirty condition on the sidewalk in front of 377 Seneca Avenue in Queens. The issue is caused by a significant amount of trash that has been left on the sidewalk, creating an unsanitary and unpleasant environment for pedestrians. As a concerned citizen, I am worried about the potential health and safety risks this poses, and I kindly request that the city takes immediate action to clean up the area. I would appreciate it if this matter could be addressed as soon as possible to maintain the cleanliness and beauty of our neighborhood.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70710681568104,-73.91493996139684
Illegal After Hours Construction at 459 West 46th Street (unique_key: 67079895),"I am reporting illegal after-hours construction work at 459 West 46th Street in Manhattan. The noise from the site is excessive and disrupting the peace in the neighborhood. As a resident, I am concerned about the safety and quality of life impacts of this unauthorized work. I request that the Emergency Response Team investigate and take immediate action to stop this illegal activity.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.761868406657975,-73.99283454309553
Poor Ventilation in 3+ Family Apartment Building (unique_key: 67079453),"I am a concerned resident of 105 West 29 Street in Manhattan, and I am reaching out to report a issue with the indoor air quality in our building. The ventilation system seems to be inadequate, leading to stale and stagnant air throughout the apartments, which is causing discomfort and health concerns for the tenants. I have noticed that the air feels thick and musty, especially in the hallways and common areas, and I am worried about the potential long-term effects on our health. I would appreciate it if someone could investigate and take necessary steps to improve the ventilation in our building.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74687918585536,-73.99056970969488
Dirty Condition on 93 Avenue in Queens (unique_key: 67076801),"I am writing to report a dirty condition on 93 Avenue in Queens, where there is an excessive amount of dirt and gravel on the street. The condition is not only unsightly, but it also poses a slipping hazard for pedestrians and could potentially damage vehicles. I am concerned that if this issue is not addressed, it may lead to more serious problems, such as accidents or flooding. I would appreciate it if the city could send someone to clean up the dirt and gravel as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.725076484758176,-73.7251097531314
Illegal Tree Damage on Bainbridge Street (unique_key: 67083738),"I am reporting damage to a tree trunk on Bainbridge Street in Brooklyn. The tree, located on the street, has visible damage to its trunk, which appears to be intentional. As a concerned citizen, I am worried about the health and safety of the tree, as well as the potential impact on the surrounding environment. I kindly request that the city inspect and take necessary actions to address this issue and prevent further damage.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.683126577752,-73.9123637432668
Request for New Litter Basket on Wickham Avenue Sidewalk (unique_key: 67075241),"I am writing to request a new litter basket to be installed on the sidewalk in front of 4385 Wickham Avenue in the Bronx. The current lack of a litter basket in this location has led to an accumulation of trash and debris on the sidewalk, creating an eyesore and a potential health hazard. I believe a new litter basket would greatly improve the cleanliness and appearance of our neighborhood. I would appreciate it if this request could be addressed as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.89763206265242,-73.85025973169954
Rodent Infestation at Winthrop Street Restaurant (unique_key: 67085206),"I am writing to report a disturbing issue at the restaurant located at 843 Winthrop Street in Brooklyn. During my recent visit, I noticed rodents scurrying across the floor, which is a serious concern for public health and safety. The presence of rodents suggests a possible infestation and inadequate waste management, and I am worried that the establishment may not be maintaining a clean and sanitary environment for food preparation and consumption. I kindly request that the relevant authorities inspect the premises and take necessary actions to address this issue.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.65827195233676,-73.93162118442113
Malfunctioning Traffic Signal Controller in Queens (unique_key: 67084291),"I am writing to report a issue with a traffic signal controller in the Queens borough. The controller appears to be malfunctioning, causing the traffic signal to cycle irregularly and resulting in congestion and potential safety hazards for drivers and pedestrians. I have noticed this issue consistently over the past few days and am concerned that it may lead to accidents if not addressed promptly. I would appreciate it if someone could investigate and repair the controller as soon as possible.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.755015499443395,-73.93433362303817
Damaged Tree on Nostrand Avenue (unique_key: 67076549),"I am concerned about a tree located on the street at 377A Nostrand Avenue in Brooklyn. A large branch of the tree has cracked and appears to be on the verge of falling, posing a potential hazard to pedestrians and vehicles. I am worried that if the branch falls, it could cause injury or damage to property. I kindly request that the city inspect and address this issue as soon as possible to ensure public safety.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.6850157441049,-73.95049093245628
Homeless Person in Need of Assistance at Satterlee Street Park (unique_key: 67082462),I am concerned about a homeless individual who has been consistently present at the park located at 298 Satterlee Street on Staten Island. This person appears to be in need of chronic assistance and has been a regular presence in the area for some time. I am worried about their well-being and would like to request that someone from the appropriate agency reach out to offer support and resources. I believe it would be beneficial for this individual to receive guidance on available services and potential housing options.,text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.50235636682173,-74.25143969756395
Defective Street Hardware on Linden Boulevard (unique_key: 67080950),"I am writing to report a defective street hardware issue on Linden Boulevard, specifically at the address 203-07. The hardware in question appears to be a broken or loose manhole cover, which is causing a loud noise and a potential hazard for drivers and pedestrians. I am concerned that if this issue is not addressed, it could lead to accidents or further damage to the surrounding infrastructure. I would appreciate it if someone could investigate and repair or replace the defective hardware as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69527672077182,-73.74926802602405
Dead Tree on 67 Avenue in Queens (unique_key: 67078031),"I am concerned about a tree located on 67 Avenue in front of 95-04, which appears to be dead or dying. The tree was planted more than two years ago, but it has not thrived and is now a potential hazard. I am worried that if it falls, it could damage nearby properties or injure pedestrians. I would greatly appreciate it if the city could inspect and remove the tree if necessary to ensure public safety.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.721627085854045,-73.85717777629928
Residential Waste Disposal Issue on West 36 Street (unique_key: 67081054),"I am reporting a residential disposal complaint where waste has been left in front of a residence other than the one it belongs to, located at 449 West 36 Street in Manhattan. The trash is currently sitting on the sidewalk, and it's causing an eyesore and potentially attracting pests. I believe the waste was mistakenly or intentionally placed in front of the wrong building, and I would appreciate it if the city could assist in resolving this issue. The improper disposal of waste is not only unsightly, but it also poses health and safety concerns for the community.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75560784242531,-73.99757444107091
Request for Lead Kit at Residential Address (unique_key: 67079709),"I am concerned about potential lead exposure in my home and would like to request a lead kit to test for lead levels. I reside at 25-66 46 Street in Queens, zip code 11103, and am worried about the health and safety of my family. I would greatly appreciate it if a lead kit could be provided to help me assess the situation and take necessary precautions. Please arrange for a kit to be sent to my address as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.765289684223326,-73.90726662646875
Non-Food Vendor Operating Without Permit on Broadway (unique_key: 67078275),"I am reporting a non-food vendor operating on the street at 1585 Broadway in Manhattan. The vendor appears to be selling merchandise without a permit, and I am concerned that they may be obstructing pedestrian traffic or violating local regulations. As a frequent visitor to this area, I would like to request that the city take action to enforce vendor regulations and ensure that all vendors are operating legally. I would appreciate it if someone could investigate this issue and take necessary steps to address the problem.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.760215360467875,-73.98533373855116
Deceased Cat on Sidewalk in Queens (unique_key: 67083975),"I am reporting a dead cat on the sidewalk in front of 45-67 165 Street in Queens. The animal appears to have been there for some time and is causing a disturbance in the neighborhood. I am concerned about the potential health risks and unpleasant odor it may be causing, and I would appreciate it if someone could collect the carcass as soon as possible. I would like to request that the appropriate department be notified to handle the removal of the deceased animal.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75427922394155,-73.80188759438869
Adjacent Buildings Not Protected During Construction at 80-54 192 Street (unique_key: 67079896),"I am concerned about the construction site at 80-54 192 Street in Queens, where the adjacent buildings do not appear to be properly protected from the ongoing work. As a nearby resident, I have noticed that the scaffolding and other safety measures seem to be inadequate, posing a potential risk to the neighboring properties. I am worried that if the situation is not addressed, it could lead to damage or other safety hazards. I would appreciate it if the city could inspect the site and ensure that the necessary precautions are taken to safeguard the adjacent buildings.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.72897022378723,-73.7780379882904
"Request for Lead Kit at 80 Fenimore Street, Brooklyn (unique_key: 67073910)","I am a concerned homeowner at 80 Fenimore Street in Brooklyn, and I am requesting a lead kit to test for potential lead hazards in my residential property. As a resident of this home, I want to ensure that my living environment is safe and free from lead contamination. I would appreciate it if a lead kit could be provided to me as soon as possible so I can take the necessary steps to protect my health and the health of my family. I look forward to receiving the kit and any additional guidance on how to proceed with the testing process.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.658131385738066,-73.95934835625354
Idling Vehicle Causing Strong Odor on West 55 Street (unique_key: 67079708),I am reporting a strong odor of fumes coming from a vehicle that has been idling for an extended period on West 55 Street. The smell is unbearable and is causing a nuisance to the surrounding area. I am concerned about the air quality and the potential health risks it poses to pedestrians and residents nearby. I would appreciate it if someone could investigate and take necessary action to address this issue.,web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.762343817961494,-73.9765000212024
Unlicensed Food Vendor on Main Street in Queens (unique_key: 67076796),"I am writing to report a food vendor operating on the street at 39-22 Main Street in Queens without a visible license or permit. The vendor is selling food to pedestrians and appears to be doing so on a regular basis, which is causing concern for the safety and health of the community. I have seen this vendor in operation for several days and would like the city to take action to ensure they are complying with all necessary regulations. I would appreciate it if someone could investigate this matter and take the necessary steps to address the issue.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76005300649144,-73.83038714236044
"Inadequate Sidewalk Shed at 239 Ocean Avenue, Brooklyn (unique_key: 67084220)","I am writing to report a concern with the sidewalk shed at 239 Ocean Avenue in Brooklyn. The shed appears to be inadequate and defective, with exposed pipes and scaffolding that poses a hazard to pedestrians. As someone who frequently walks by this location, I am worried about the potential risk of injury or accident. I kindly request that the city inspect and address this issue as soon as possible to ensure public safety.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.65698230332589,-73.96222514965272
"Illegal Dumping on Sidewalk at 276 West 71 Street, Manhattan (unique_key: 67075233)","I am reporting an instance of illegal dumping on the sidewalk in front of 276 West 71 Street in Manhattan. There is a large amount of trash and debris that has been discarded on the sidewalk, creating an eyesore and a potential health hazard for pedestrians. I kindly request that the city sends someone to remove this waste as soon as possible to maintain the cleanliness and safety of our neighborhood. The dumped materials are currently obstructing the sidewalk and causing inconvenience to residents and visitors.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.778808084786974,-73.98424642734976
"Excessive Barking Dog Noise at 15 West 53 Street, Manhattan (unique_key: 67076852)",I am writing to report a noise complaint regarding a barking dog at 15 West 53 Street in Manhattan. The constant barking has been disrupting my daily activities and I am concerned that it may be a disturbance to other neighbors as well. The barking has been ongoing for several hours and I would appreciate it if someone could look into this matter and take necessary actions to resolve the issue. I would like to request assistance in addressing this noise complaint as soon as possible.,web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7610374767395,-73.97728018962987
Missed Bulky Recycling Collection on Sterling Street (unique_key: 67081028),"I am reporting a missed bulky recycling collection at my address, 283 Sterling Street in Brooklyn. The scheduled collection date has passed, but the items I placed outside for pickup were not taken. I had set out the appropriate materials for bulky recycling, following all guidelines, but they remain on the curb. I would appreciate it if the collection could be rescheduled as soon as possible to address this issue.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.663074582472184,-73.95184447066342
Unauthorized Food Vendor on Washington Street (unique_key: 67085424),"I am reporting an unauthorized food vendor operating on the street at 60 Washington Street in Brooklyn. The vendor appears to be selling food without proper permits or licenses, and I am concerned about the potential health and safety risks to the community. The vendor is set up on the sidewalk and is attracting a large crowd, causing congestion and disrupting pedestrian traffic. I would appreciate it if someone could investigate and take appropriate action to ensure that the vendor is operating in compliance with city regulations.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70238933424343,-73.9896418985703
Damaged Tree with Fallen Branch on 32 Avenue (unique_key: 67083728),"I am reporting a damaged tree located on 32 Avenue near my residence at 165-02 32 Avenue in Queens. A large branch has fallen from the tree and is currently obstructing the street, posing a potential hazard to pedestrians and vehicles. I am concerned that if not removed, it could cause an accident or damage to nearby properties. I kindly request that the city sends someone to remove the fallen branch and assess the tree's condition to prevent any further incidents.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76909728471707,-73.79981096996558
Injured Wildlife in Pelham Bay Park (unique_key: 67074667),"I am reporting an injured animal in Pelham Bay Park, located in the Bronx. While walking through the park, I came across a wounded bird that appears to be in distress and is unable to fly. The bird is currently located near a large tree, and I am concerned for its well-being. I would greatly appreciate it if someone could send assistance to help this injured animal as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.86747358275403,-73.8094430998493
Damaged Sidewalk at 87-40 127 Street in Queens (unique_key: 67080947),"I am writing to report a sidewalk violation at 87-40 127 Street in the Queens borough. The sidewalk in front of this address is damaged, posing a tripping hazard to pedestrians, especially seniors and young children. The uneven and cracked pavement needs to be repaired to ensure public safety. I kindly request that the responsible authorities inspect and repair the sidewalk as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7003496410097,-73.82352443881543
Excessive Construction Noise at 200 West 88 Street (unique_key: 67082596),"I am writing to report excessive construction noise at 200 West 88 Street in Manhattan. The noise is occurring outside of regular construction hours, disrupting the peace and quiet of our neighborhood. As a resident, I am concerned about the impact this noise is having on our quality of life, and I kindly request that the city take action to address this issue. I would appreciate it if someone could look into this matter and ensure that construction activities are being conducted within the permitted hours.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.78906610369047,-73.97426604257923
